actor_id,actor_name,role,movie_id,imdb_id,movie_name,nett_gross,verdict
4,Shahrukh Khan,Actor,5853,,Raju Ban Gaya Gentleman,,
4,Shahrukh Khan,Actor,5884,,Deewana,,
4,Shahrukh Khan,Producer,398,tt0415908,Kaal,190900000.0,Average
4,Shahrukh Khan,Producer,515,tt0346723,Chalte Chalte,194400000.0,Hit
4,Shahrukh Khan,Producer,725,tt0222270,Phir Bhi Dil Hai Hindustani,107450000.0,Flop
5,Salman Khan,Actor,5742,tt7059844,Dabangg 3,1347900000.0,Flop
5,Salman Khan,Actor,5671,tt7721800,Bharat,1973450000.0,Semi Hit
5,Salman Khan,Actor,3785,tt7431594,Race 3,1661525000.0,Average
5,Salman Khan,Actor,3689,tt5956100,Tiger Zinda Hai,3390000000.0,Blockbuster
5,Salman Khan,Actor,3550,tt5882970,Tubelight,1145700000.0,Below Average
5,Salman Khan,Actor,3317,tt4832640,Sultan,3006725000.0,Blockbuster
5,Salman Khan,Actor,3125,tt3595298,Prem Ratan Dhan Payo,1943050000.0,Hit
5,Salman Khan,Actor,2899,tt3863552,Bajrangi Bhaijaan,3154900000.0,All Time Blockbuster
5,Salman Khan,Actor,2286,tt2372222,Kick,2116300000.0,Blockbuster
5,Salman Khan,Actor,2101,tt1188982,Jai Ho,1093550000.0,Semi Hit
5,Salman Khan,Actor,1206,tt2112131,Dabangg 2,1495200000.0,Blockbuster
5,Salman Khan,Actor,887,tt2016894,Ek Tha Tiger,1861450000.0,Blockbuster
5,Salman Khan,Actor,26,tt1729637,Bodyguard,1447800000.0,Blockbuster
5,Salman Khan,Actor,27,tt1708532,Ready,1207225000.0,Blockbuster
5,Salman Khan,Actor,65,tt1620719,Dabangg,1412450000.0,Blockbuster
5,Salman Khan,Actor,98,tt1185412,Veer,381400000.0,Below Average
5,Salman Khan,Actor,149,tt0486615,London Dreams,256925000.0,Flop
5,Salman Khan,Actor,1122,tt1174041,Main Aurr Mrs. Khanna,73990000.0,Disaster
5,Salman Khan,Actor,137,tt1084972,Wanted,602400000.0,Hit
5,Salman Khan,Actor,333,tt1105747,Yuvvraaj,168900000.0,Disaster
