imdb_id,title,year,rating,votes
tt2679084,500 Ka Note,2002,-,-
tt0843479,Calcutta After Midnight,1938,-,-
tt1885203,Baromas,2013,-,-
tt4709496,Qaboot E Pawardigaar,1978,-,-
tt2678786,Geet Milan Ke Gaate Rehenge,1992,-,-
tt9450766,Saudagar,1942,-,-
tt2784594,Murde Ki Jaan Khatre Mein,1985,7.0,5
tt0154700,Kabli Khan,1963,4.8,9
tt6359454,Chauhar,2017,6.8,15
-,India Dial 100,,-,-
tt4522176,Kyun Hua Achanak,2013,-,-
tt0230033,Besahara,1987,-,-
tt0490013,Tora,2004,-,-
tt0175735,Himmat,1970,6.4,31
tt0214188,Tansen,1943,7.5,24
tt0246923,Shehnai,1964,5.8,16
tt0308417,Is Raat Ki Subah Nahin,1996,6.8,274
tt0151200,Khandan,1942,5.9,13
tt0091267,Insaaf Ki Awaaz,1986,4.8,28
tt0494997,Tum Karo Vaada,1993,6.8,17
tt0135621,Rakshak,1996,4.7,293
-,Dna Mein Gandhiji,,-,-
tt1111869,50 Lakh,2007,6.5,81
tt6363184,Lala Hardaul,2012,7.4,8
tt0390661,Zindagi Ya Toofan,1958,6.3,7
tt1199534,Tulsi: Mathrudevobhava,2008,6.0,79
tt0157540,Dillagi,1978,6.9,202
-,Victor,I,-,-
tt0155075,Pyaar Ka Tarana,1993,4.4,23
tt3031896,Lakeer Ka Fakeer,2013,5.4,128
tt3628798,Insan aur Insaan,1985,-,-
tt0290644,Haye Mera Dil,1968,6.5,11
tt6049232,Sava Ser Gehu,1989,-,-
tt0376637,Hamari Duniya,1952,-,-
tt0137455,Dastak,1970,7.2,120
tt2106581,Om,II 1986,5.2,6
tt6272828,Mubarakan,2017,5.5,"3,535"
tt0379251,Dharti,1946,-,-
tt1522329,Tum Mile,2009,4.9,"1,498"
tt0154304,Chandrahasa,1933,-,-
tt0499246,Rani Aur Jaani,1973,-,-
tt0237748,Sipahi Ka Sapna,1948,-,-
tt0060689,Mera Saaya,1966,7.6,856
tt13410824,Chobber Sidhu,2019,-,-
tt0266333,Biwi-O-Biwi,1981,7.0,200
tt10755608,Jamun,2021,7.4,356
tt0243149,Bindiya Aur Bandook,1972,2.3,7
tt6851664,Romeo N Bullet,2017,-,-
tt12393526,Bulbbul,2020,6.5,"9,782"
-,Ek Villain Returns,2022,-,-
tt7686268,Ek Raat,2017,-,-
-,Untitled Luv Ranjan Film,2022,-,-
tt0080376,Barsaat Ki Ek Raat,1981,6.3,311
tt0381585,Sharafat Chhod Di Main Ne,1976,5.8,24
tt0426092,Majnu,1935,-,-
tt4649566,Sampoorna Shiv Leela,2001,-,-
tt0214171,Sudarshan Chakra,1956,-,-
tt2795626,Be Aabroo,1983,4.7,6
tt1139671,Yeh Hai Pyar Ka Mausam,2001,2.4,5
-,Dil Bole India,,-,-
tt0337613,Divya Shakti,1993,3.8,195
tt0215517,Angoor,1982,8.3,"4,858"
tt1883350,Street Singer,1966,-,-
tt0275442,Kalabaaz,1977,6.4,29
tt2767894,Daughter,II 2013,-,-
tt0157841,Jaanwar Aur Insaan,1972,6.3,35
tt0384217,Jai Ganesh,1978,-,-
tt0373891,Hatyara,1977,6.3,31
tt1290536,Saudamini,1950,-,-
tt1149394,Khuli Khidki,1989,3.2,11
tt0213863,Mastani,1955,-,-
tt0276542,Sunehra Sansar,1975,5.4,22
-,Alert 24X7,,-,-
tt0375883,Kala Pahad,1933,-,-
tt0448691,Pratimurti,1993,-,-
tt0369637,Kuch Naa Kaho,2003,5.4,"2,207"
tt4228400,Sar Ankhon Par,1999,6.5,84
tt0390655,Zinda Bhoot,1937,-,-
tt3967876,Formula 69,2006,-,-
tt0258485,Chalak Chor,1936,-,-
tt0158495,Bholi,1949,-,-
tt5072666,Tere Jism Se Jaan Tak,2015,-,-
tt1202010,Ganga Aur Ranga,1994,2.4,5
tt0490210,Sarkar Raj,2008,6.7,"7,242"
tt0366761,Meenaxi: Tale of 3 Cities,2004,6.2,290
tt0267611,Jag Biti,1946,-,-
tt0061370,Aurat,1967,7.3,58
tt11498102,Pyar Me Zeero Hu,2020,-,-
tt4002006,"Dr, Kamini",2003,-,-
tt4491384,Judgement,2005,-,-
tt1192370,Bahu Ki Awaaz,1985,6.1,15
tt0359076,Chunaoti,1980,5.3,31
tt7665254,Rukke Padge,2010,-,-
tt0139234,Garib,1942,-,-
tt3085912,Sapane Suhane,1974,-,-
tt9430984,Pagal Kar Diya Toone,2019,-,-
tt10731264,Suraj Pe Mangal Bhari,2020,5.8,"2,834"
tt3916566,Aaja Meri Bahon Mein,2002,-,-
tt1280558,A Wednesday,2008,8.1,"74,422"
tt3738592,The Black Truth,I 2014,-,-
tt13242972,Pangaa Gang,2010,-,-
tt1372719,Anokhe Amar Shaheed Baba Deep Singh Ji,2006,6.6,9
tt0158915,Sant Sakhu,1941,-,-
tt0135393,Dhaal: The Battle of Law Against Law,1997,5.1,67
tt1350913,Changez Khan,1957,7.2,19
tt3508122,Jadoo Mantar,1988,-,-
tt0087536,Kanoon Kya Karega,1984,6.2,45
tt0335044,Dil Vil Pyar Vyar,2002,5.2,449
tt0248185,Mission Kashmir,2000,6.7,"6,455"
tt0246240,Sneham Kosam,1999,6.5,263
tt0449999,Kabhi Alvida Naa Kehna,2006,6.1,"18,533"
tt0072860,Deewaar,1975,8.1,"10,229"
tt0172333,Do Bhai,1994,5.4,10
tt0214318,Zameen Ka Chand,1937,-,-
tt1206283,Black & White,I 2008,6.2,568
tt0399942,Paap,2003,5.2,800
tt0108023,Sahibaan,1993,5.8,187
tt0379503,Shri Satyanarayan,1935,-,-
tt3642958,Dekhi Teri Bambai,1961,-,-
tt0421277,Julie,2004,4.0,400
tt0405626,Aai Bahar,1946,-,-
tt9877170,Malang,2020,6.5,"8,571"
tt0432902,Jagira,1990,-,-
tt0290326,Tum Bin...: Love Will Find a Way,2001,7.5,"3,213"
tt0158107,Pratighaat,1987,6.9,68
tt0257910,Mera Saathi,1985,4.8,13
tt0373864,Ghar Aakir Ghar Hai,1988,-,-
tt0446894,Akalmand,1966,7.4,5
tt3748300,"Kahani Nadan Umar Ki, ",2000,-,-
tt3967994,Aakhri Khwahish-Ek Gunah Ki,2003,-,-
tt3807844,Chehra Maut Ka,2001,-,-
tt0440530,Kabrastan,1988,3.7,27
tt0317063,Ahsaan,1987,-,-
tt0154802,Maa Ki Saugandh,1986,-,-
tt4428218,I Love You Welcome Hero,2004,-,-
tt0156356,Bhakta Pralhad,II 1934,-,-
tt0155107,Return of Toofan Mail,1942,-,-
tt0149345,Waris,1969,5.9,48
tt3087932,Mera Shikar,1973,-,-
tt3862004,Fuddu,2016,5.5,154
tt0072642,Anari,I 1975,6.2,36
tt0214202,Toofan Mail,1934,-,-
tt1577048,Eik Dasttak,2007,5.0,8
tt0215907,Kitaab,1977,7.5,197
tt0272607,Farz,2001,4.2,411
tt7638344,Dhadak,2018,4.5,"9,290"
tt10914674,Ye Ladki Bhi Na...,2019,-,-
tt0253676,Shadi Ki Raat,1950,-,-
tt0318584,Ponga Pandit,1975,6.5,47
tt1286576,Mahashivratri,1972,-,-
tt0156646,Jivan Rahasya,1982,-,-
tt0247173,Anmol Moti,1969,3.7,10
tt0430561,Saazish,1975,5.7,43
tt0213473,Baaz Bahadur,1936,-,-
tt0088099,Sharaabi,1984,7.4,"2,688"
tt0386628,Matwali Meera,1947,-,-
tt0239654,Mohabbat Ke Dushman,1988,5.0,48
tt8263868,Jungle Mystery Of Murder,2019,-,-
-,Sherni,,-,-
tt5743656,Phobia,I 2016,6.9,"2,755"
tt0493417,Fool N Final,2007,3.4,"1,886"
tt0390152,Kahani Ek Chor Ki,1981,5.2,9
tt5460276,Kaabil,2017,7.1,"24,531"
tt0373988,Lal Batti,1947,-,-
tt0154909,Muddat,1986,6.1,47
tt3375962,Poonam Ka Chand,1967,-,-
tt2806686,Majboori,1986,-,-
tt0276438,Raaja,1975,6.2,38
tt0230031,Begunah,1937,-,-
tt4882196,Khula Bazar,2005,-,-
tt0351404,Naag Mandir,1966,-,-
tt4660584,Chautha Paalana,1978,-,-
tt0289686,Dancer,1991,3.9,602
tt0448812,Tohfa Mohabbat Ka,1988,5.7,28
-,Untitled Ranveer Singh & Shankar Film,,-,-
tt0373791,Dharatikamp,1934,-,-
tt4944470,Virana,2006,-,-
tt0072026,Prem Nagar,1974,6.3,112
tt0252318,Chhoti Chhoti Baatein,1965,7.1,17
tt0157010,Selima,1935,-,-
tt0156661,Jyot Jale,1973,-,-
tt0420141,Sachcha Sapna,1942,-,-
tt5476930,Main Hoon Akela,2011,-,-
tt8853502,Falsafa,2019,7.1,16
tt2741938,Hum Junglee Hain,1973,-,-
tt0236661,Ras Vilas,1932,-,-
tt0284481,Shehzada,1972,6.5,45
tt1147511,Doraemon: Nobita no Nihon tanjô,1989,6.7,256
-,Pippa,2021,-,-
tt2064849,London Paris New York,2012,5.7,"3,668"
tt9445392,Buddha 1936,1936,-,-
tt0156004,Ramshastri Ka Nyay,1956,-,-
tt0369260,Bandagi,1972,-,-
-,Tadka,,-,-
-,Dostana 2,2021,-,-
tt4983388,Inspector Pratap,1988,6.6,8
tt4944454,Gilli Gilli Atta,2005,-,-
tt4276622,Ek Baat Raat Ki,2004,-,-
tt3353822,Chausar,2018,6.4,82
tt0156571,Girl Friend,1960,-,-
tt0088031,Saaransh,1984,8.2,"1,751"
tt0213755,Kailashpati,1962,-,-
tt0052065,Phagun,1958,6.6,35
tt0099651,Ghar Ho To Aisa,1990,6.0,352
tt0130991,Sangdil,1952,7.3,95
tt0448790,Tahqiqaat,1993,5.5,25
tt0084630,Satte Pe Satta,1982,7.2,"3,091"
tt0387515,Private Secretary,1962,5.4,5
tt9733616,The Power Of Vardi,2017,-,-
tt2251552,Challo Driver,2012,5.9,179
tt0387269,Haathi Ka Anda,2002,6.7,10
-,Firoz Masani,,-,-
tt2835520,2 Little Indians,2013,5.6,14
tt0230244,Ghar Ghar Mein Diwali,1955,-,-
tt11214498,5 Rupees,2018,-,-
tt0033772,Jhoola,1941,6.3,13
tt1484102,Padduram,2011,-,-
tt7304180,Foser Villy,2017,-,-
tt0448394,Boss,1989,-,-
tt0928144,Kya Tum Ho,2006,-,-
tt5931678,Meeradha,2016,6.6,19
tt7721946,Housefull 4,2019,3.4,"10,190"
tt3807946,Dark Night,2001,-,-
tt0065758,Ganwaar,1970,5.9,40
-,Gotakhor,2021,-,-
tt0088986,Damul,1985,6.8,124
tt0213736,Jai Mahakali,1951,-,-
tt2674128,Main Qatil Hoon,1984,-,-
tt7794024,Lasafot,2018,-,-
tt0361762,Jadu Nagri,1940,-,-
tt0398138,Joshe Islam,1939,-,-
tt0363876,Param Dharam,1987,6.1,21
tt0449922,Ek Daku Saher Mein,1985,3.8,5
tt0230411,Khara Khota,1981,-,-
tt4396648,Time Out,2015,6.0,331
tt1189006,Toonpur Ka Superrhero,2010,4.2,729
tt4946168,Varnajalam,2004,5.1,11
tt0978726,Taqdeer Ka Tamasha,1990,4.4,37
tt4799560,Mitrata Ki Yatra,1955,-,-
-,Wtf!,,-,-
tt0231732,Holi,1940,-,-
tt0082162,Chashme Buddoor,1981,8.0,"2,296"
tt3539606,Nek Parveen,1982,-,-
tt9450708,Ek Faisla,1942,-,-
tt4995402,Bumper Draw,2015,4.8,39
tt2742580,Samaj,1995,-,-
tt0433605,Naach,2004,4.2,576
tt0050353,Ek Jhalak,1957,-,-
tt3781554,Insaan Aur Haiwan,1978,-,-
tt0152491,Sneh Bandhan,1940,-,-
tt2624168,Bin Baap Ka Beta,1979,-,-
tt0157008,Seeta,1934,6.4,9
tt3508102,Cheti Ka Poster,1987,-,-
tt0232288,Patanga,1971,5.5,17
tt5313136,Peele Parbat Kaale Chor,1968,-,-
tt2674208,Agnidaah,1985,-,-
tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,4.5,"1,464"
tt4948072,Naya Kurushetra,2004,-,-
tt1047519,Red Swastik,2007,2.9,218
tt1986904,Muthi Bhar Zameen,1996,4.8,6
tt0157545,Do Ladke Dono Kadke,1979,5.9,107
tt5216504,Ganga Jaisan Mai Hamar,2004,-,-
tt4896858,Caaravaan,1999,-,-
tt5235880,A Flying Jatt,2016,3.0,"3,993"
tt0157286,Aaj Ki Baat,1955,-,-
tt0213458,Asiai Sitara,1937,-,-
tt7502966,Kolkata Junction,2014,6.8,12
tt0241942,Shaitan Ka Pash,1936,-,-
-,Bole Chudiyan,2021,-,-
tt4944374,Chanakya the Warrior,2005,5.0,8
tt0187278,Mera Farz,1989,5.8,18
tt8396326,Lalluram,2018,-,-
-,Haaye Dil,,-,-
tt0357478,Bhakt Raj,1960,-,-
tt4961308,Naya Barood,2003,-,-
tt0265373,Naganand,I 1935,-,-
tt3506078,Midnight,1972,-,-
tt9239772,Setters,2019,5.3,244
tt3781506,Ek Dharti Sone Ki,1978,-,-
tt0187615,Zulm Ki Zanjeer,1989,6.0,42
tt0051348,Amar Deep,1958,6.6,37
tt3100332,Mangu Dada,1970,-,-
tt0061650,Farz,1967,6.3,98
tt0159109,Wapas,1943,-,-
tt2644912,Shekhar Mera Naam,1983,-,-
tt0448517,Harishchandra Taramati,1970,-,-
-,Manohar Pandey,,-,-
tt0250083,Usha,II 1935,-,-
tt1503640,Damadamm!,2011,4.0,405
tt0260344,Sannata,1981,6.6,42
tt0392803,Subah Ka Tara,1954,5.4,9
tt4027026,She: The Movie,2014,-,-
tt0249588,Hum To Mohabbat Karega,2000,2.7,376
tt0237437,Mangal Pandey,1983,5.9,29
tt3760490,Drugs and Aids,1995,-,-
tt0268258,Dhuen Ki Lakeer,1974,-,-
-,Sanak,2021,-,-
tt2016894,Ek Tha Tiger,2012,5.5,"29,333"
tt13336468,Manovancha Phalasiddirastu,2020,-,-
tt13282096,The Cage of Life,2020,7.5,22
tt0175785,Jawan Mard,1966,-,-
tt0157900,Kisan Aur Bhagwan,1974,6.1,15
tt0260494,Veerana,1988,6.6,694
tt0405864,Deewana Tere Naam Ka,1987,5.0,25
-,1911,,-,-
tt8304386,The Zoya Factor,2019,4.2,"2,054"
-,Battle of bittora,,-,-
tt0350604,Beqabu,1996,4.2,57
tt0421626,Anokha,2004,3.9,9
tt0369810,Padmini,1948,-,-
tt11493118,Khadtal,2006,-,-
tt0172175,Bhabhi,1991,4.2,127
tt0158809,Mumtaz Mahal,1957,-,-
tt5839442,3rd November,2016,-,-
tt0391560,Zanjeer,1947,-,-
tt7639372,Total Dhamaal,2019,4.2,"5,509"
-,Dunno Y3,,-,-
tt0448747,Shahi Lutera,1935,-,-
tt4788726,The Unsound,2013,4.6,24
tt4200106,Ek Aur Prem Kahani,2004,-,-
tt0242556,Ji Chahta Hai,1964,5.9,15
-,Dilphire,,-,-
tt11525730,Shaan,2017,-,-
tt0232780,Ten O'Clock,1958,-,-
tt2637716,Maa Kasam Badla Loonga,1990,-,-
tt1176141,Zahreela,2001,4.8,44
tt0340092,Ek Bar Mooskura Do,1972,6.1,19
tt0361061,Toote Khilone,1978,5.7,12
tt0150417,Dulhan Wahi Jo Piya Man Bhaaye,1977,7.9,60
tt3521082,Garam Jawani,1990,-,-
tt0065416,Aradhana,1969,7.6,"1,693"
tt0363167,Uttarayan,1985,-,-
tt0172617,Izzat Ki Roti,1993,5.0,74
tt0490170,Love Story 2050,2008,2.6,"2,313"
tt10682684,Lavari,I 2016,-,-
tt0116950,Maachis,1996,7.8,"2,032"
tt0268326,Geetanjali,I 1993,6.1,44
tt0363786,Maha Shaktimaan,1985,6.1,15
tt0418297,Vishwa Mohini,1933,-,-
tt0269684,Pehli Raat,1959,-,-
tt6049376,Chunar ABCD 2 Cover by Vivek Verma,2015,-,-
tt10023024,Love Aaj Kal,2020,4.8,"6,825"
tt7881506,Terror Strike,2018,6.2,9
tt3949084,Zindagi Aur Maut,2002,-,-
tt1090650,Dhokha,2007,6.3,451
tt13979128,Pyaar Banam Khap Panchayat,2020,-,-
tt0364583,Panchhi,1944,-,-
tt0384498,Santan,1959,-,-
tt0811793,Way of Life,2005,6.6,11
tt0104072,Deedar,1992,4.2,566
tt1252544,Ab To Aaja Saajan Mere,1994,4.6,5
tt5890002,Love Ke Funday,2016,6.6,13
tt11496832,Antervyathaa,2020,-,-
tt0361793,Karate,1983,6.3,55
tt0257662,Farz Aur Kanoon,1982,5.6,19
tt0234700,Shaadi,1962,7.2,27
tt3918824,Jungle Hero,2002,5.6,5
tt0139192,Farishta,1958,7.4,5
tt3681432,Purna Satya,1997,-,-
tt0358107,Sati Vaishalini,1959,-,-
tt0369767,Nazrana,1942,-,-
tt3633302,Dil Ne Ikaar Kiya,1992,-,-
tt10930036,Savdhan-Ek Adbhut Kahani,2019,-,-
tt0230330,Indira M.A.,1934,-,-
tt1846460,Agar Aap Chahein,1992,-,-
tt1170411,Victory,I 2009,3.7,476
tt0485466,Jawani Diwani: A Youthful Joyride,2006,2.9,460
tt0090958,Dosti Dushmani,1986,5.8,68
tt0405244,Picnic,1964,-,-
tt4550794,Bad Freind,2005,-,-
tt0366276,Calcutta Mail,2003,5.7,474
tt0165941,Shikshaa,1979,5.6,9
tt0052926,Insaan Jaag Utha,1959,6.8,38
tt0297241,Kyo Kii... Main Jhuth Nahin Bolta,2001,5.4,"1,996"
tt0214801,Ismat,1944,-,-
tt0300475,Shirdi Ke Sai Baba,1977,7.0,223
tt1996213,Chori Chori,1972,5.0,5
tt0154865,Memsaab,1971,6.1,17
tt0338721,Annarth,2002,3.2,136
tt0213206,Rustom,1982,6.3,23
tt3743396,Bali Umar,2000,-,-
tt4879066,Hot Mashooka: A Dangerous Lover,2005,-,-
tt2724490,Dimple,1975,-,-
tt3067052,Suhaani Raat,1974,-,-
tt4942328,Veer Baahubali,2005,4.7,7
tt0267266,Anmol Ratan,1950,-,-
-,Raghav Radio,2021,-,-
tt0157874,Kabhi Dhoop Kabhi Chhaon,1971,-,-
tt3847014,Pyaasi Aankhe,2001,-,-
tt6445398,I Don't Luv U,2013,5.8,24
tt6862542,Hume Tumse Pyaar Kitna,2019,4.8,114
tt0232542,Roti,1942,6.2,29
tt2730112,Gumnaam,2005,-,-
tt8465686,Aaya Hai Dulha Dulhan Le Jayega (AHDDLJ),2018,-,-
tt5310850,Saaz,1959,-,-
tt3673494,Balgobin Bhagat,1996,-,-
tt0157168,Wapas,1969,7.4,8
tt9084978,Moksh To Maya,2019,4.3,39
tt1602476,Badmaa$h Company,2010,6.0,"6,359"
tt0062748,Bambai Raat Ki Bahon Mein,1968,6.0,13
tt0260217,Naache Mayuri,1986,7.3,27
tt13698928,Silence: Can You Hear It,2021,6.4,"2,187"
tt0368444,Woh Main Nahin,1974,7.2,29
tt3508220,Vivek,1985,-,-
tt0317355,Dhoondte Reh Jaaoge!,1998,5.0,38
tt0099467,Drishti,1990,7.2,79
tt0149773,Badi Maa,1945,5.5,8
tt1351224,Pyaar Impossible!,2010,4.6,"3,003"
tt0277086,Kumkum the Dancer,1940,-,-
tt3481880,Prem Aur Vasna,1981,-,-
tt0390614,Waqt: The Race Against Time,2005,6.8,"9,428"
tt0497887,Bhola in Bollywood,2004,6.6,18
tt3477498,Masala Republic,2014,5.2,103
tt0057884,Beti Bete,1964,6.8,30
tt7598180,Bhangover,2017,5.0,33
tt3778860,Sabse Bada Joker,2000,-,-
-,Ram Setu,,-,-
tt12816778,Cant Stay Down,2018,-,-
tt9447392,Indian lady,1940,-,-
tt0427858,Shyam Ki Jogan,1957,-,-
tt1666184,Turning 30!!!,2011,5.1,368
tt9046206,Pariwar ae babu,2018,-,-
tt0154532,Ghar Sansar,1986,5.2,63
tt1105709,8 x 10 Tasveer,2009,5.4,"5,405"
tt1391894,Siddharth: The Prisoner,2009,6.6,105
tt11483440,Akad 2,2018,-,-
tt0216817,Hum Saath-Saath Hain: We Stand United,1999,6.2,"6,859"
tt7912176,Jekara Charanva Mein Lagle Paranva,1964,-,-
tt0453582,7 1/2 Phere: More Than a Wedding,2005,5.3,278
tt6375532,Prakash Electronic,2017,4.9,9
tt0214095,Savdhan,1954,-,-
tt0446136,Hatyara,1998,5.7,30
tt0312883,Kya Yehi Pyaar Hai,2002,3.9,436
tt0366985,Rudraksh,2004,2.6,"1,142"
tt2812344,Beehad - The Ravine,2013,5.1,9
tt1286507,Been Ka Jadoo,1963,-,-
tt0230264,Gunda,1969,6.7,32
tt0213834,Maharana Pratap,1946,7.0,9
tt0896968,Red: The Dark Side,2007,3.3,305
tt10224738,Aamrityu,2018,-,-
tt7275232,Welcome to New York,2018,1.5,687
tt3779722,Shri Satyanarayan Vrat Katha,1997,-,-
tt0361864,Madhur Murli,1933,-,-
tt4882096,Jaane Bahar Jaane Jigar,2005,-,-
tt0495794,Aaya Toofan,1999,5.7,29
tt0989685,Mr. Hot Mr. Kool,2007,4.0,21
tt0363405,Aag Aur Chingari,1994,4.3,12
tt0385259,Subhadra Haran,1932,-,-
tt0358065,Ram Lakshman,1957,-,-
tt3074708,Sheba and Hercules,1967,-,-
tt9297632,Ram Ki Janmabhoomi,2019,6.6,89
tt0377451,Bansari Bala,1936,-,-
tt2224317,Lootera,I 2013,7.3,"14,772"
tt0242847,Sant Ravidas Ki Amar Kahani,1983,8.5,6
tt0154446,Ek Nai Paheli,1984,6.8,54
tt0156090,Snehlata,1936,-,-
tt3748362,Campus,I 2000,-,-
tt11433886,Khabar,2020,-,-
tt10168750,Resham,1952,-,-
tt0156485,Dooriyaan,1979,6.1,18
tt1646088,108 Teerthyatra,1987,-,-
tt4541008,Prem Path,1994,-,-
tt9319812,Hum Chaar,2019,5.6,276
tt0104941,Muqabla,1993,4.2,166
tt0269456,Kunwara Badan,1973,-,-
tt3113910,Ustad 420,1969,-,-
tt0155413,Zindagi Aur Maut,1965,6.0,5
tt3544306,Brij Sundari,1989,-,-
tt0155411,Zevar,1942,-,-
tt4430212,Drishyam,2015,8.2,"72,760"
tt5165344,Rustom,2016,7.1,"23,813"
tt3219554,DOA: Death of Amar,2014,7.0,28
tt0156982,Saathi,1991,6.3,180
tt0156527,Farebi Jaal,1931,-,-
tt2762900,Hong Kong,1962,-,-
tt0374061,Motorwali,1942,-,-
-,Anjana Ishq,,-,-
tt1929309,Mallika,2010,4.5,51
tt0201840,The Cup,1999,7.0,"2,856"
tt0215106,Radha Krishna,1933,-,-
tt4772798,Rambhakta Hunuman,1969,-,-
tt0178201,Aarti,1945,-,-
tt0219071,Gunahon Ka Devta,1967,5.8,20
tt0367110,Swades,2004,8.2,"83,925"
tt0155775,Jawani Diwani,1972,6.9,91
tt0426864,Aakhri Inteqam,2002,2.6,15
tt5020726,Silvat,2018,7.2,162
tt0149708,Arjun Pandit,1976,7.5,61
tt1351650,Manoranjan: The Entertainment,2006,-,-
tt0240179,Vikram Charitra,1933,-,-
-,Sarfarosh 2,,-,-
tt10133506,Suriyan Chandran,1993,-,-
tt1147514,Doraemon: Nobita no Uchû hyôryûki,1999,6.4,137
tt2958902,Chief Minister,1993,-,-
tt2530464,Hotel,1956,-,-
tt0177499,Aaj Ki Dhara,1979,-,-
tt5331186,Darr Ke Aage Jeet Hai,2014,-,-
tt0311202,Ghar,1945,-,-
tt0259996,Ek Hi Bhool,1981,5.8,136
tt0248032,Gauri Shankar,1958,-,-
tt2953026,Khooni Darinda,1987,-,-
tt0363915,Pyar Ke Naam Qurban,1990,5.8,37
tt6536584,Vikram Betal,2004,6.3,10
tt4279104,Disco Valley,2015,-,-
tt0416120,Police Force: An Inside Story,2004,4.5,731
tt0064241,Do Raaste,1969,7.0,266
tt7340684,The Final Exit,2017,6.2,41
tt0295603,Shirdi Sai Baba,2001,4.9,177
tt0239246,Avinash,1986,6.0,42
tt0259877,Bandh Darwaza,1990,5.2,292
tt0454429,Chingaari,2006,4.7,186
tt3673684,Gunde Ki Adalat,1996,-,-
tt0377506,Bhole Piya,1949,-,-
tt0398195,Meri Khwahish,1941,-,-
tt4130164,Jayveer Panghaal,2015,-,-
tt0158698,Karm,1977,6.7,67
tt0349333,Darna Mana Hai,2003,6.3,"3,153"
tt0139466,Miss Mary,1957,6.7,34
tt0268349,Hare Kanch Ki Chooriyan,1967,6.5,17
tt0395469,Be Lagaam,1988,-,-
tt0778604,Ajeeb Dastaan Hai Yeh,1992,5.1,10
-,Junglemahal,2021,-,-
tt0139116,Chirag Kahan Roshni Kahan,1959,7.2,38
tt0058759,Yaadein,1964,7.6,97
tt7881520,Wo India Ka Shakespeare,2018,-,-
tt4491454,Jai Betaal,1986,-,-
tt4946172,Mr Hindustani,2004,-,-
tt13014050,Musings of an Uninspired Artist,2020,7.5,8
tt2782270,Jogi,1978,-,-
-,Risknamaa 2,2021,-,-
tt10738834,The Forest,III 2017,-,-
tt9558534,Sanjeevani,2018,3.0,20
tt4979124,Shatru,1993,-,-
tt0359728,Naach Uthe Sansaar,1976,5.8,14
tt11549704,After Marriage,2017,-,-
tt3887730,Room No.17,1961,-,-
tt0282268,Yeh Hai Mumbai Meri Jaan,1999,4.5,260
tt0230028,Be-Reham,1980,6.7,31
tt7766018,The Pushkar Lodge,2020,8.6,14
-,Boondi Raita,,-,-
-,He Is Back,II,-,-
tt7104556,Ye Hai Gaddar Dil,2017,-,-
tt3181720,Flight to Assam,1961,-,-
tt11526052,Chakkar,2017,-,-
tt0363833,Mumbai Se Aaya Mera Dost,2003,3.3,543
tt1436565,The Firm Land,2008,5.4,13
tt0459577,Twinkle Twinkle Little Star,2005,5.1,7
tt2181931,English Vinglish,2012,7.8,"33,990"
tt0378156,Kaaranama,1990,4.9,15
tt8458196,Youth Future,2018,-,-
tt7770150,Ok Mein Dhokhe,2018,-,-
tt0242327,Brahma Vishnu Mahesh,1971,-,-
tt0083081,Silsila,1981,7.3,"2,574"
tt0064086,Bhuvan Shome,1969,7.5,391
tt2605288,Pune tc,2012,-,-
tt0146794,Ghunghat,1960,6.7,27
tt0373320,Siyasat,1988,3.2,14
tt3808094,Gunahon Ki Devi,2001,-,-
tt5994822,Sunshine Music Tours & Travels,2016,6.5,30
tt3309844,Titoo MBA,2014,4.6,98
tt0206554,Anpadh,1962,6.6,105
-,Kya Masti Kya Dhoom,,-,-
tt0113455,Jallaad,1995,5.7,153
tt0410183,Lagi Shaarth,2001,-,-
tt0134839,Naqab,1955,8.6,16
tt0285868,Pandavas: The Five Warriors,2000,4.5,31
tt0359677,Mazloom,1986,4.4,7
tt1230165,Rock On!!,2008,7.7,"21,008"
tt0214072,Samrat Chandragupta,1945,-,-
tt0430328,Madhoshi,2004,4.5,390
tt3325636,Akath Kahani,2013,-,-
tt1017456,Race,I 2008,6.7,"13,217"
tt4620544,Robinhood Ke Pote,2016,-,-
tt0214577,Chatrapati Shivaji Maharaj,1961,6.5,14
tt0361432,Chalta Purza,1934,-,-
tt0349058,88 Antop Hill,2003,4.7,63
tt0845503,Nigehbaan: The Third Eye,2005,2.4,18
tt1039995,U Me Aur Hum,2008,5.9,"2,424"
tt4897384,Carry on Papa,2003,-,-
tt13989310,Koi Jaane Na,2021,2.3,114
tt0107867,Prateeksha,1993,5.6,28
tt0233326,Bhabhi,1957,6.7,46
tt1629376,7 Khoon Maaf,2011,6.1,"5,582"
tt1611834,Do Dilon Ke Khel Mein,2010,5.5,35
tt12706702,Meri Aai,2020,-,-
tt0361074,Two Women,1937,-,-
tt0452415,Sunhera Bal,1938,-,-
-,Mard,,-,-
tt0471646,Darwaza Bandh Rakho,2006,5.3,336
tt0255112,Dhaai Akshar Prem Ke,2000,3.7,"1,293"
tt3004774,Tigers,2014,7.3,"1,503"
tt13322956,Dum Laga Ke Haisha,2016,7.5,17
tt0267941,Spandan,1982,6.1,9
tt10137208,Aarilirunthu Arubadhuvarai,1979,-,-
tt2603462,Maanav Hatya,1986,4.7,17
tt0425287,Naunihal,1967,6.3,12
