imdb_id,title,year,rating,votes
tt1083447,Buddha Mar Gaya,2007,2.5,355
tt8001426,Mumbaiyya: The Daring Mumbaikar!,2020,-,-
tt1878872,Bhunsaara,2010,-,-
tt8667310,Hostel Girl's,2018,-,-
tt0204472,Maut Ki Ladai,1989,4.9,8
tt4596284,Akeli,1999,6.0,9
tt0388170,Karwane Husn,1935,-,-
tt0384064,Duniyadari,1977,5.9,7
tt0156593,Hariyali Aur Rasta,1962,6.9,68
tt0275291,Darling Darling,1977,6.8,34
tt2644916,Beta,1982,-,-
tt0418296,Vishnu Bhakti,1934,-,-
tt0154857,Mawaali,1983,5.4,74
tt0172622,Zahreelay,1990,5.2,97
tt3735246,Bajirao Mastani,2015,7.3,"31,731"
tt3920644,Prem Chakori,2002,-,-
tt0178183,Aan Baan,1972,6.1,28
tt0230708,Rooplekha,1962,-,-
tt6543320,Kasam Tere Pyar Ki,2001,6.3,6
tt0381142,Do Nambar Ke Amir,1974,7.2,5
tt4430136,Pyaar Ka Punchnama 2,2015,7.3,"14,106"
tt0455070,Aakhri Sanghursh,1997,2.9,16
tt0309005,Tum Haseen Main Jawan,1970,7.0,85
tt3746558,Saamri,2000,-,-
tt1252488,Haal-e-Dil,2008,3.4,239
tt0140937,Dawlat,1949,-,-
tt0135666,Takkar,1995,4.6,194
tt4882640,Saajan Mera Chor Hain,2005,-,-
tt7537624,ALIF,2010,-,-
tt1331058,Jai Maa Sherawaali,2008,-,-
tt7028460,Teen Aur Aadha,2018,6.7,222
tt0102706,Prem Qaidi,1991,2.2,137
tt2660668,Bahke Kadam,1999,-,-
tt4657762,Baba Haji Malang,1978,-,-
tt0119239,Gupt: The Hidden Truth,1997,7.3,"4,619"
tt3715178,Guest House,1999,-,-
tt0400565,Kalyug Ke Avtaar,1995,3.0,11
tt0245525,Ulta Seedha,1985,5.3,22
tt4942370,Mission Vande Mataram,2005,5.7,15
tt0355374,Dharma,1973,7.0,26
tt1043451,Delhi-6,2009,6.1,"7,172"
tt2058651,Maruti Mera Dosst,2009,7.8,49
tt3904366,Scout Camp,1959,-,-
tt0317569,Ghar Aaya Mera Pardesi,1993,5.3,10
tt8090778,One Night Out,2018,7.0,15
tt0367928,Kashmakash,1973,5.4,12
tt0213428,Adhuri Kahani,1939,-,-
tt4936320,Angrakshak: Body Guard,1995,-,-
tt0035312,Sharda,1942,5.6,5
tt0454433,Classic Dance of Love,2005,4.8,52
-,Diary of Marry Gomez,,-,-
tt1849718,Agneepath,2012,6.9,"22,602"
tt0265241,Jaanwar,1982,6.7,42
tt2935368,Chhoti Behan,1977,-,-
tt0398193,Mehndi,1983,7.2,21
tt4007286,Kunwari Padosan,2003,-,-
tt2706296,Vaasna Ke Aag,1988,-,-
tt0175449,Apna Khoon Apna Dushman,1969,-,-
tt1695793,Love U... Mr. Kalakaar!,2011,5.3,425
-,Chal Doctor Doctor Khelein,,-,-
tt0476785,Is Pyaar Ko Kya Naam Doon,2001,5.9,48
tt0268301,Fashionable India,1935,-,-
tt4896938,Ek Raat Saath Saath,2000,-,-
tt5904948,Veergatha,2016,4.7,10
tt0409891,Dhandha,2004,-,-
tt2762878,Patal Nagri,1963,-,-
tt10875678,Happy Hardy and Heer,2020,5.3,407
tt0476805,Malamaal Weekly,2006,6.9,"5,968"
tt0287065,Udaan,1997,4.5,137
-,Unfair & Lovely,2021,-,-
tt7323822,Kaash Tum Hote,2014,-,-
tt0243405,Manjhdhar,1947,-,-
tt2786578,Noor E Ilaahi,1976,-,-
tt0387325,Jodi Kya Banayi Wah Wah Ramji,2003,3.9,45
tt2747102,Jungle Queen,1991,-,-
tt0440446,Guru Mahaaguru,2002,5.0,7
tt0284999,Dattak,2001,7.5,55
tt0348662,Kucch To Hai,2003,4.2,841
tt4709468,Pyase Rishte,1981,-,-
tt0070935,Yaadon Ki Baaraat,1973,7.4,"1,898"
tt3748524,Blue Night: The Dangerous Game,2000,-,-
tt4675030,Great Grand Masti,2016,3.7,"2,351"
tt0156301,Aashiana,1986,2.6,11
tt0356770,Jumbish: A Movement - The Movie,1986,3.9,11
tt0845494,Nanhe Jaisalmer: A Dream Come True,2007,6.0,407
tt0375633,Bulbule Punjab,1933,-,-
tt0432789,Chingariyan,1990,-,-
tt0251826,Mandir,1948,-,-
tt9680152,Facebook wala pyaar,2019,5.3,27
tt3116752,Yeh Kaisa Farz,1985,-,-
tt2891862,Apradhini,1992,-,-
tt0953306,Anwar,2007,6.6,888
tt10553470,Udd Chale,2019,-,-
tt1442570,Fast Forward,2009,5.6,46
tt2710482,Ajnabi Saaya,1989,-,-
tt0457940,Home Delivery: Aapko... Ghar Tak,2005,3.1,591
tt0357997,Pagli,1974,-,-
tt0269540,Meri Bahen,1962,-,-
tt0110222,Kabhi Haan Kabhi Naa,1994,7.8,"17,359"
tt0233231,Arabian Nights,1946,3.6,7
-,Phillum City,,-,-
tt7060038,Maiya,2017,2.7,13
tt0275091,Zalzala,1952,7.6,8
tt0052116,Raj Tilak,1959,6.0,13
tt0156396,Chhote Babu,1957,-,-
tt0405852,Daata,1989,5.5,70
tt5321784,Mujhko Teri Kasam,1999,-,-
tt8011276,Laila Majnu,2018,7.7,"2,572"
tt0100539,Sailaab,1990,5.5,181
tt2666426,Lady James Bond,2003,-,-
tt0232018,Maati Maangey Khoon,1984,5.4,17
tt0471142,Dahshat,2000,-,-
tt0178178,Aakhri Mujra,1981,-,-
tt2112131,Dabangg 2,2012,4.8,"15,716"
-,Lovekaand,,-,-
tt4728274,Pak Daman,1957,-,-
tt0277761,Jaan Hazir Hai,1975,5.9,7
tt1566483,Badhe Chalo,1937,-,-
tt0052954,Kaagaz Ke Phool,1959,8.0,"2,085"
tt8406866,S.P. Chauhan,2019,5.5,345
tt2504924,Daku Sultana,2000,-,-
tt2937882,Kafan,1981,-,-
tt0037513,Amrapali,1945,-,-
tt0114234,Rangeela,1995,7.5,"9,277"
tt0156733,Lav Kush,1951,-,-
tt12816898,Sheru,2020,-,-
tt6189880,Alif,I 2017,6.6,131
tt0982875,Gauri: The Unborn,2007,3.6,108
tt0232977,Zehreela Insaan,1974,7.1,80
tt4879846,Chaahat Ki Raat,2005,-,-
tt6958030,1921,2018,4.4,"1,047"
tt0357627,Ek Bechara,1972,4.7,17
tt5319748,Gorilla,1953,-,-
tt0063540,Sunghursh,1968,6.8,93
tt0243358,Khoon Ki Keemat,1974,6.1,9
tt3678938,Humpty Sharma Ki Dulhania,2014,6.0,"11,519"
tt0154858,Maya Machhindra,1951,-,-
tt0135399,Do Ustad,1959,7.1,69
tt0242713,Naag Lok,1970,-,-
tt0373742,Captain Barry,1984,3.2,5
tt4802296,Khoufank Jungle,1955,-,-
tt4505006,Shortcut Safari,2016,6.4,69
tt11836428,The Incantations: Origin,2020,-,-
tt0062640,Aadmi,1968,6.8,196
tt0330019,Azaad Desh Ke Gulam,1990,5.1,49
tt0313531,Ricky,1986,5.9,7
-,UMA the untold story,,-,-
tt0154818,Mahatma Vidur,1943,-,-
tt0154938,Navjawan,1937,-,-
tt0213775,Kohram,1999,5.4,593
tt0461258,Kal: Yesterday and Tomorrow,2005,6.4,110
tt0215900,Khushboo,1975,7.0,248
tt1117964,Bobby: Love and Lust,2005,4.9,36
tt0470521,Saawan... The Love Season,2006,2.2,784
tt6973576,Itanagar 0KM,2015,-,-
tt0419005,Paisa Yeh Paisa,1985,5.0,21
tt2894210,Sanam Aap Ki Khatir,1992,-,-
tt2009524,Meri Pyaari Bahania Banegi Dulhania,2001,5.4,9
tt10350922,Laxmii,2020,2.3,"47,197"
tt3798718,Dombivli Return,2019,5.0,39
tt2735372,Charminar Boys,2006,-,-
tt0366656,Kaanch Ki Deewar,1986,4.6,7
tt3813294,Khajuraho: The Tale of Love,2001,-,-
tt0177477,Aabroo,1956,-,-
tt4839000,Moods of Crime,2015,5.8,26
tt0155823,Lakharani,1945,-,-
tt2803918,Bandhan Pheron Ke,1985,-,-
tt0482675,Aakhri Paigham,1949,-,-
tt2611466,A Night in Calcutta,1970,-,-
tt1999930,Naachle London,2012,-,-
tt0364405,Himmat,1941,-,-
tt1146325,Singh Is King,2008,5.7,"14,357"
tt0392139,Husn aur Ishq,1966,6.4,14
tt0397741,Yeh Raat Phir Na Aayegi,1992,3.6,16
tt4594848,Luckhnowi Ishq,2015,7.1,23
tt3126012,Jai Mahadev,1955,-,-
tt3309662,Jackpot,II 2013,2.0,699
tt2855120,Naya Sitara,1988,-,-
tt0230498,Man Ki Aankhen,1970,6.5,40
tt2006223,Sabse Badi Ganga Ki Saugandh,2003,3.2,6
tt0152267,Sahara,II 1943,6.0,8
tt0156754,Maalik,1972,6.7,50
tt0213542,Captain Sheroo,1963,-,-
tt4766272,Husn Banu,1956,-,-
tt0371598,Cha Cha Cha,1964,5.2,21
tt0156340,Banphool,1971,6.0,27
tt3672734,Police Qaidi,1995,-,-
-,Nobel Peace,,-,-
tt0887753,Kya Love Story Hai,2007,3.6,344
tt0215224,Surajmukhi,1950,-,-
tt4882016,Haseen Ladki,2005,-,-
tt4428076,Yeh Samaa: Waiting for U,2001,-,-
tt8669800,Kadke Kamal Ke,2019,-,-
tt10137088,Agalvizhakku,1979,-,-
tt0384324,Maya Bazaar,1932,-,-
tt0050621,Lal Batti,1957,-,-
tt0370796,Jab Andhera Hota Hai,1974,6.1,9
tt0154685,Johny Mera Naam,1970,7.3,751
tt8800086,Maut Phir Aayegi,2018,-,-
tt0059893,Waqt,1965,7.8,"1,218"
tt1314279,Vachan,1974,6.8,20
tt0245854,Daku Aur Mahatma,1977,4.7,7
tt0158291,Tu Nahin Aur Sahi,1960,5.4,8
-,Iski Bhuji Uski Lagi,,-,-
tt0371287,Talismi Hira,1934,-,-
tt0358147,Shreeman Funtoosh,1965,6.0,26
-,Jaadugar,2021,-,-
tt13635512,First Time - Pehli Baar,I 2009,-,-
tt0150318,Dharma Bandhan,1940,-,-
tt0378072,Hum Tum,2004,7.0,"13,365"
tt0464964,Ganga Ka Vachan,1992,-,-
tt0231156,Anokhi Ada,1948,6.4,26
tt11024972,Odd Couple,2019,8.1,12
tt0358138,Shankar Shambhu,1976,5.5,25
tt0417131,Shubh Kaamna,1983,6.3,16
-,Untitled Vardhan Ketkar Film,2021,-,-
tt0454481,James,2005,3.7,326
tt1664809,Rakhta Charitra,2010,7.6,"3,954"
tt13782010,Dus,1997,-,-
tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,2001,5.7,788
tt4276332,Adhuri Hawas,2004,-,-
-,Black Future,,-,-
tt1414546,Pativrata,1965,7.4,7
tt0364645,Sanam Tere Hain Hum,1992,-,-
tt0441096,Aiye,1949,-,-
tt1572311,Tees Maar Khan,2010,2.6,"11,634"
tt0085913,Masoom,1983,8.4,"3,701"
tt4978768,Shiv Puran,1995,-,-
tt0154819,Main Abla Nahin Hoon,1949,-,-
tt0390406,Qatil Kaun,1980,-,-
tt1084972,Wanted,I 2009,6.6,"19,078"
tt1442583,Tum Milo Toh Sahi,2010,5.6,451
tt0359582,Lakshmanrekha,1991,4.8,35
tt6561196,Banjaara,2019,-,-
tt0418362,Mujhse Shaadi Karogi,2004,6.7,"13,849"
tt0154702,Kahin Aur Chal,1968,6.9,14
tt0236711,Savitri,1961,-,-
tt0259170,Abdullah,1980,6.4,188
tt0408557,"Bazaar: Market of Love, Lust and Desire",2004,6.2,14
tt2676928,Lohe Ke Haath,1990,-,-
tt3397876,Banjir kemarau,2010,-,-
tt0149814,Be-Imaan,1972,6.9,74
tt0377450,Banno,1987,-,-
tt14017822,The Right Click,2021,-,-
tt1539331,The White Elephant,2009,5.3,15
tt4677786,Gudia,1968,-,-
tt0328503,Taj Mahal: An Eternal Love Story,2005,5.1,158
tt6040012,MSG the Warrior: Lion Heart,2016,6.7,"7,351"
tt1668078,Daayen Ya Baayen,2010,6.2,145
tt0254481,Koi... Mil Gaya,2003,7.1,"21,553"
tt0398671,Alibaba and 40 Thieves,1954,6.2,46
tt0138411,Dushmun,1971,7.0,191
tt7582296,Biharism,2013,-,-
tt0379367,Mansarovar,1946,-,-
tt13413310,Anaamika,2021,-,-
tt2437226,Sabse Badhkar Hum,2002,2.7,18
tt0362325,Yehmi Duniya,1934,-,-
tt0175874,Maa Aur Mamta,1970,7.3,21
tt0841134,Naughty Boy,2006,3.8,56
tt1809399,Utt Pataang,2011,6.0,303
tt0155483,Alif Laila,1933,7.2,37
tt3851764,Premras,2001,-,-
tt0240239,Zaat-e-Sharif,1936,-,-
tt0267922,Sham Savera,1946,-,-
tt0354416,Bhola Bhala,1978,6.3,28
tt3881136,Life Is Beautiful,2014,5.4,45
tt0243103,Aaj Ke Shahenshah,1990,3.3,13
tt14490204,Gimbago the Dark Knight,2017,-,-
tt5316282,Sama,1997,-,-
tt0387589,Sher Dil,1965,-,-
tt0154322,Chingari,1940,-,-
tt0315462,Dard (Conflict of Emotions),1981,7.1,62
tt3344918,Udaanchoo,1976,-,-
tt2148931,Do Guru,1982,-,-
tt0143202,Dahan,1998,7.4,277
tt9476800,Muqadma,1946,-,-
tt0269273,Ghar Ek Mandir,1988,-,-
tt0433119,Vali-E-Azam,1987,-,-
tt0134838,Nadaan,1951,6.9,12
tt10662184,Furrr Chidiya Udd,2020,-,-
tt0206136,Mera Yaar Mera Dushman,1969,-,-
tt14210760,Ashwatthama,2017,-,-
tt4709534,Raja Beta,1958,-,-
tt3807734,Bholi Bhali Ladki,2001,-,-
tt0242307,Bedard Zamana Kya Jane,1959,6.1,7
tt3455786,Prem Daan,1992,8.6,12
tt0093293,Jalwa,1987,6.7,145
tt3429830,Bhakti Mein Bhagwan,1975,-,-
tt8011712,The Past,I 2018,3.4,158
tt3967964,Angoori,2003,-,-
tt0423100,Rukhsat,1988,7.3,43
tt2861320,Policegiri,2013,4.1,"1,366"
tt4454784,Teen Taal,2016,7.5,27
tt10127800,Anyay Abichar,1985,-,-
tt0155179,Sindbad Alibaba and Aladdin,1965,3.7,7
tt0155143,Sarala,1936,6.4,9
-,"LSD: Love, Sex Aur Dhokha 2",,-,-
tt9476360,Phaansi,1943,-,-
tt0989725,Undertrial,2007,6.6,238
tt7033736,Kaun Pardesi,1947,-,-
tt3636776,Samrat & Co.,2014,6.2,"1,208"
tt0106655,Damini,1993,7.8,"3,116"
-,The Darkness,IV,-,-
tt4231836,Pocket Gangsters,2015,6.5,13
tt4459154,Chapekar Brothers,2016,6.6,17
tt0239682,Muqaddar Ka Faisla,1987,4.7,47
tt3430058,Tarzan Ki Mehbooba,1966,-,-
tt3780532,Bhadaas,2013,2.4,25
tt0415768,Dus,2005,5.5,"3,154"
tt8046936,No mind,2018,-,-
tt4556460,Koi Bach Na Payega,2008,-,-
-,Untimely Death,2021,-,-
tt0337578,Baghban,2003,7.4,"15,265"
tt12395840,Walk,I 2020,-,-
tt0389086,Krishna Sudama,1957,-,-
tt4966208,Main Hoon Rangbaaz,2002,-,-
tt0178197,Aap Ki Sewa Mein,1946,-,-
tt0248343,Radha Krishna,1954,7.9,7
tt0037209,Ramshastri,I 1944,6.4,9
tt8130904,The Body,II 2019,5.4,"2,868"
tt4201902,Main Zulm Ko Mita Doongi,2002,-,-
tt0261073,Mohabbat Ki Jeet,1960,-,-
tt0242568,Kalyug Aur Ramayan,1987,4.4,52
tt2762902,Madam Zorro,1962,-,-
tt0115043,Zameen,1987,4.6,55
tt1016177,Go,2007,2.7,144
tt7510984,Spellbound,I 2018,-,-
tt5933706,Saansein: The Last Breath,2016,3.1,143
tt0215515,Anand Math,1952,7.6,85
tt5571730,Exotic Bride,2017,-,-
tt0364379,Gokul Ka Chor,1959,-,-
tt3146130,Jawani Janeman,1992,-,-
tt1368453,Chargesheet,2011,6.3,97
tt0155799,Karma,1933,6.2,12
tt0049138,Devta,1956,5.6,15
tt0076527,Parvarish,1977,6.9,923
tt1370437,Saluun,2009,-,-
tt3090968,Baankelal,1972,-,-
tt0357328,Yeh Dil,2003,3.8,195
tt3184334,Atyachaar,1978,-,-
tt6484982,Newton,2017,7.7,"17,166"
tt3687410,Gentleman Daku,1960,-,-
tt4975894,Inteha Julmo Ki,1999,-,-
tt0833493,Love Ke Chakkar Mein,2006,4.3,39
tt1137434,Aabra Ka Daabra,2004,2.3,254
tt0265452,Officer,2001,4.2,119
tt9477412,Kanjoos,1950,-,-
-,Tonu Sharma,,-,-
tt0245217,Krishna Kanhaiya,1952,-,-
tt0366864,Panchayat,1958,6.8,13
tt0379477,Shri Krishn Arjun Yuddha,1945,-,-
tt0446146,Kanoon Ki Hathkadee,1988,4.6,7
tt4979554,Yeh Hai Gaddar,1993,-,-
tt2419114,Balakka,2012,-,-
tt0459605,Eklavya: The Royal Guard,2007,6.1,"3,173"
tt4319814,Kkamjori: The Weakness,2004,-,-
tt0494924,Be-Lagaam,2002,3.0,15
tt6972140,Blackmail,I 2018,7.1,"9,461"
tt0064085,Bhai Bahen,1969,4.9,24
tt0380660,Rangilla Ratan,1976,6.1,32
tt5973036,The Great Indian Escape,2019,7.1,39
tt12965070,Vilom,2020,6.3,52
tt3671398,Lady Tution Teacher,1995,-,-
tt4884660,Ek Roti Aur,2005,-,-
tt4024944,Main Aur Charles,2015,6.3,"1,569"
tt0247015,Vardaan,1975,7.4,7
tt0158108,Prem Vivah,1979,6.0,23
tt0489582,Utthaan,2006,4.2,31
tt6298112,Kaamwali,2006,-,-
tt3848486,Vahshi Aatma,2001,-,-
tt0187043,Gair Kaanooni,1989,5.4,87
tt0413984,Ek Sapera Ek Lutera,1965,6.7,15
tt0215126,Rishte Naahte,1965,6.5,13
tt0359614,Loha,1987,5.9,208
tt0320792,Zindagi,1976,6.8,26
tt0097045,Chandni,1989,6.8,"1,630"
tt5321708,Sisakti Kaliyaan,1991,-,-
-,Jungle Cry,,-,-
tt3311236,Calapor,2013,4.5,6
tt3585456,19th January,2014,7.3,16
tt8171310,Mumal: A prophecy,2016,6.8,12
tt1287847,Mukhbiir,2008,6.9,383
tt0053035,Main Nashe Men Hoon,1959,6.7,59
tt0267523,Ghar Sansar,1942,-,-
tt0359619,Love 86,1986,5.8,85
tt0064528,Jyoti,1969,6.2,6
tt2306721,Second Marriage Dot Com,2012,7.5,55
tt0111308,Suhaag,1994,5.7,"1,720"
tt1060249,The Legend of Drona,2008,2.0,"2,415"
tt1455675,Maarg,1992,4.1,16
tt5467702,1982 - A Love Marriage,2017,5.4,103
tt4946282,Nirankush,2013,-,-
tt0087492,Jaag Utha Insan,1984,6.2,68
tt10773736,Bewafa Ki Khatir,1993,-,-
tt3818956,Mujhe Jeene Do,2014,-,-
tt2613222,Haqdaar,1981,-,-
tt0268621,Sawan Aya Re,1949,-,-
tt1516106,My Friend,1974,-,-
tt10133452,Natth,II 2000,-,-
tt4884536,Dulhan Chand Raaton Ki,2005,-,-
-,Looop Lapeta,2021,-,-
tt9614490,Little boy,2019,-,-
tt4995644,Sikandar Sadak Ka,1999,4.2,11
tt6978268,Omerta,2017,7.2,"2,753"
tt3509700,Bal Shivaji,1982,5.9,8
tt0156120,Talaash,1957,-,-
tt2742620,Mera Badla,1985,3.7,11
tt8581230,B.A. Pass 2,2017,2.1,359
tt4453214,Mrs. Scooter,2015,6.6,197
tt6616626,Love in Melbourne,2017,-,-
tt0187060,Sherni,I 1988,4.6,44
tt0215148,Sarhad,1970,-,-
-,Musafir,I,-,-
tt1381078,Mahashakti,1980,-,-
tt0350525,Prema Sikharam,1992,6.3,6
-,Takila,I,-,-
tt6129228,Mi'raj,2017,-,-
tt0155238,Takkar,1980,5.4,36
tt0248145,Lalat,1947,-,-
tt0385852,Madhur Milan,1938,-,-
tt0035924,Gauri,1943,8.5,8
tt11730940,Bamfaad,2020,7.3,"1,585"
tt4885350,Chanddi: The Final Justice,2005,-,-
tt0258401,Alladdin Ka Chirag,1957,-,-
tt6118058,Maroon,2017,5.1,290
tt0085165,Andhaa Kaanoon,1983,6.1,660
tt0039507,Jail Yatra,1947,6.8,10
tt5849094,Money Back Guarantee,II 2016,4.1,7
tt0102844,Saudagar,1991,6.8,"1,256"
tt11492944,Asar,2007,-,-
tt0362986,Prem Yog,1994,6.2,63
tt0110584,Mr. Azaad,1994,4.2,93
tt3628778,Naag Jyoti,1963,-,-
tt0860378,Chota Sipahi,2004,7.8,8
tt0845529,Risk,2007,6.6,556
tt0373706,Bahurani,1940,-,-
tt0361375,Bhedi Rajkumar,1934,-,-
tt0213678,Ghamand,1955,-,-
tt3074854,Guru Aur Chela,1973,-,-
tt3516088,Do Juari,1974,-,-
tt1884268,Chalo Dilli,2011,6.8,"3,031"
tt2777140,Shahi Bazar,1957,-,-
tt2072227,Shanghai,2012,7.2,"9,707"
tt11673454,Main Bhi NRI,2020,8.3,6
tt1477705,Dreams... Do Come True,2009,6.7,11
tt7255568,Student of the Year 2,2019,2.2,"16,802"
tt4884556,Shock: Ek Raat,2005,-,-
tt0276155,Geeta,II 1940,-,-
-,Shoe Maker,2021,-,-
tt0146335,Upkar,1967,7.6,548
tt13174734,Matto Ki Saikil,2020,-,-
tt2066899,Jugaad,2009,5.1,69
tt3492384,Razia,1982,-,-
tt4882710,Insaaf Ki Jung,2006,-,-
tt6177454,Kabaddi,2018,-,-
tt11906306,Bungalow No. 666,2020,-,-
tt0448743,Shaheed-E-Azad Bhagat Singh,1954,7.5,13
tt0246910,Sankalp,1975,-,-
tt0242401,Daku Mansingh,1971,-,-
tt2881868,Jawani Ke Sapne,1992,-,-
-,Gobar,,-,-
tt0357827,Kali Raat,1977,-,-
tt0454205,Mohini,1947,-,-
-,Pichchar,,-,-
tt0359309,Ganga Tere Desh Mein,1988,4.8,24
tt3492246,Amar Yauvan,1982,-,-
-,Begum Samru,,-,-
tt6923462,Manto,2018,7.4,"3,831"
tt2353775,Ab Hoga Dharna Unlimited,2012,4.0,6
tt0064506,Ittefaq,1969,7.4,963
-,Juliet's X-Tape,,-,-
tt0176010,Pathan,1962,4.2,13
tt0117878,Tere Mere Sapne,1996,6.2,480
tt11581554,Fakkad,2013,-,-
tt0829304,Ummeed,1941,-,-
tt0230018,Behram Khan,1946,6.4,8
tt4979106,Ek Aur Hasti,1993,-,-
tt0214832,Kalicharan,1976,6.7,248
tt0232584,Sapne Huye Sakaar,1990,-,-
tt3628808,Mohabbat Aur Nafrat,1982,-,-
tt0103709,Apradhi,1992,4.7,43
tt3716142,Lekar Hum Deewana Dil,2014,4.9,677
tt6728472,The Guilty Misfits,2017,-,-
-,Sher Gujjar,2021,-,-
tt0237098,Choron Ki Baaraat,1980,7.2,15
tt0360911,Qurbani Rang Layegi,1991,5.7,31
tt0806088,Heyy Babyy,2007,6.0,"13,479"
tt4203790,Pani Re Pani Tera Rang Kaisa,2003,-,-
tt0241941,Shahenshah Babar,1944,-,-
tt0246848,Pehchan,1970,5.0,25
tt3673548,Captain Shiva,1996,-,-
tt4660576,Captain Karan,1978,-,-
tt2926902,Sandhya,1975,-,-
tt0337652,Jeena Sirf Merre Liye,2002,4.4,718
tt1221142,Mumbai Cutting,2008,6.1,109
tt0269331,Holiday in Bombay,1963,5.7,18
tt0230365,Jeevan Swapna,1937,-,-
tt0046799,Boot Polish,1954,8.0,751
-,Ek Gulelbaaz - The Catapult,,-,-
tt0345413,Hum Hain Pyaar Mein,2002,3.6,5
tt5615116,Dear Dad,I 2016,6.4,368
tt0233147,Ayee Milan Ki Bela,1964,6.4,116
tt0243411,Meetha Jahar,1938,-,-
tt3813320,Kamaal Ki Chhokri,2001,-,-
tt10931416,The Great Indian Casino,2019,-,-
tt0242257,Alakh Niranjan,1975,7.4,22
tt2656940,Allah Meharban To Gadha Pehalwan,1997,4.8,6
tt3851734,Tujhko Pukare Mera Pyaar,2001,-,-
tt0135140,Anth,1994,4.5,123
tt0035111,Nai Duniya,1942,-,-
tt0367919,Kabhie Tum Kabhie Hum,2002,4.7,13
tt13392734,Mere Jinvar Mere Guruvar,2021,-,-
tt3475350,Arab Ke Lal,1964,-,-
tt5310696,Naghma E Sahara,1955,-,-
tt2780756,Kehkashaa,1988,-,-
tt1179781,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008,3.4,"1,083"
-,Teri Khata,,-,-
tt0376354,Zinda Laash,1986,3.9,9
tt13219336,The Last Mistake of My Life,2020,-,-
tt5752458,Hai Apna Dil Toh Awara,2016,6.1,18
tt0269826,Sargam,1950,6.9,33
tt0316506,Rootha Na Karo,1970,6.1,21
-,Fighter,I 2022,-,-
tt11360912,Vikas Ki Bahu,2018,-,-
tt2676966,Bewafa Qatil,1998,-,-
tt10179154,Cypher,2019,8.3,29
tt2679238,Hunterwali 77,1977,-,-
tt4946292,Hamare Sapne,2009,-,-
tt2317135,Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,4.5,307
tt8439854,Lust Stories,2018,6.5,"9,880"
tt0316386,Patita,1980,5.8,24
tt11274202,Romi the Hero,2019,-,-
tt0452181,Coffee House,1957,-,-
tt2771264,Jadoo,1966,-,-
tt0497606,Dansh,2005,7.1,64
tt11611172,Khardoo 2,2016,-,-
tt1740092,Chitkabrey,2011,3.9,133
tt4879032,Ram Balram Aur Ramkali,2005,-,-
-,Dangerous Husn,,-,-
tt0071317,Chorus,1975,7.4,82
-,Rukhsar,,-,-
tt0259557,Sati Savitri,1932,-,-
tt0256483,Veer Amarsingh Rathod,1970,7.0,8
tt0385793,Jazbaat,1994,2.4,7
tt0284458,Savera,1972,-,-
-,Rajnarayan Dube: The Legend,,-,-
tt0128962,Beqasoor,1950,6.7,17
tt0316154,Lal Salaam,2002,6.7,87
tt0156922,Rakhi,1962,6.5,41
-,The Battle of Bhima Koregaon,2021,-,-
tt0102513,Narasimha,1991,5.5,412
tt0268401,Kahin Pyaar Na Ho Jaaye,2000,4.3,"1,935"
tt0385564,Border Hindustan Ka,2003,5.1,82
tt0811066,Shootout at Lokhandwala,2007,7.1,"9,483"
tt5313126,Waatan,1969,-,-
tt6233956,Zanjeeren,1988,-,-
tt0048410,Nagin,1954,6.6,60
tt4937186,Meri Adalat,2005,7.0,27
tt4437822,Perveen,1957,-,-
tt6543086,Mighty Raju,2015,3.3,19
tt0172488,Ghar Ki Izzat,1994,4.9,52
tt2666436,Pyasa Jism,2003,-,-
tt2858416,Parakh,1981,-,-
tt1095038,Victoria No. 203: Diamonds Are Forever,2007,3.4,149
tt12247534,Slumdog Karodpati,II 2019,-,-
tt8933330,Bhaagte Raho,2018,3.6,18
tt0379262,Dolti Naiya,1934,-,-
tt0374046,Mil Gayee Manzil Mujhe,1989,5.5,11
tt4937070,Mawali Ek Playboy,2005,5.1,12
tt4961326,Diwan,2003,3.2,12
tt0422950,Phir Milenge,2004,6.0,"1,717"
tt0156267,Afzal,1933,-,-
tt1372681,Aa Dekhen Zara,2009,5.0,861
tt0033869,Mala,1941,-,-
tt0233426,Chalti Ka Naam Zindagi,1982,6.3,11
tt6534608,Avsar,2017,6.0,25
tt4885338,Badla: The Revenge,2005,-,-
tt1715215,Maut Ka Saya,1982,7.0,6
tt0373705,Bahu Beti,1953,-,-
tt0103689,Angaar,1992,6.4,291
tt2022339,Baghi Shehzada,1963,-,-
tt0107060,Gumrah,1993,6.2,691
tt8108206,Saand Ki Aankh,2019,7.8,"4,122"
tt0082504,Haathkadi,1982,5.4,27
tt2301155,Shootout at Wadala,2013,5.9,"6,328"
tt1286553,Inaam,1955,-,-
tt1679290,Shuttlecock Boys,2011,6.2,111
tt4489010,Fauladi Taqdeer,1992,-,-
tt5307064,Phir Baaje Shehnai,1970,-,-
tt0392105,Hello Girls,2001,-,-
tt5242172,Kahi Hai Woh Aas Pass,2007,-,-
tt2710532,Ghazal,1985,-,-
tt0150251,Daag: A Poem of Love,1973,7.0,431
tt1603832,F. M. (Fun Aur Masti),2007,8.1,41
